-4.384755930069689223e-01,3.959973359614017974e-01,1.197634278464213109e+00,-3.586180667637567376e-01,-1.091916309074858621e-01,-5.915494771528191364e-01,2.269784726468058317e-02,-2.764410032643133119e-01,-3.252472292536498499e-01,-1.341818751146045263e-01,2.001123653855934117e-02,-2.333673688533688395e-01,1.125371180125703807e+00,-2.766064414739403121e-01,-1.973124557988437944e-01,-2.198834942427094485e-01,2.926411563958584150e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,2.416342210329367468e+00,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-7.077728924188747550e-01
-2.566192161122743953e-01,-2.154904507023738813e-01,-6.043559644906945985e-03,-1.880285151351302475e-01,2.244688940308279534e-01,6.833441803126580859e-03,9.399470297692553988e-02,-2.968810591016858291e-01,-1.434174780712279551e-01,-3.883255808327878422e-01,1.094442218568779206e-02,-1.505374281026715111e-01,1.457003026713153404e-01,-1.094278230103793020e-01,6.568958293493717959e-02,4.266222482453081027e-02,-7.317570019431635098e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,2.512039973325699727e+00,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,9.877793511498772494e-01
-2.740702848365450528e-01,-2.726421188366603410e-01,1.414366386151901800e+00,-1.722179957353239532e-01,-5.763163658211252205e-01,-3.808079350012392728e-01,1.201368834047487760e-01,-6.442500788814586876e-02,-3.405239091685664521e-01,-4.623465522790007887e-01,1.094442218568779206e-02,-1.996122205850596465e-01,1.549841334063303544e-01,-1.021591874250070697e-01,-3.508415647043504060e-01,-4.101850892713129748e-01,9.404223447572988004e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,-3.980828373029797196e-01,2.512039973325700615e+00,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,2.763290378936421599e-01
-2.064781172425391165e-01,-4.942363167561019122e-01,7.569087447945792302e-02,-2.487448589595613047e-01,9.362780138992308210e-01,-3.946522698871094414e-01,-5.548066840045041692e-01,-2.252703807197179997e-01,-4.103246743082666903e-01,-3.507894625635092911e-01,4.217105333027379999e-01,-3.226886842710488534e-01,-5.604803350567768433e-02,-2.693378058885680937e-01,-5.744600494145447600e-01,-5.300046120671003669e-01,2.900927741155131731e-02,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,-3.980828373029797196e-01,2.512039973325700615e+00,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,1.026120984798416735e+00
-4.296224969016181894e-01,-8.788705495371580412e-01,-1.126252310649682453e-01,-2.640617122124760408e-01,-4.947549041695373795e-01,-2.115993975072700539e-01,8.830132395257702660e-01,-5.830155650647720345e-01,-1.495033099072516636e-01,7.772066739047320261e-02,2.474174837484014247e-02,-3.328152287515416252e-01,1.343040254091832919e-01,2.753203158362045766e+00,1.562574307444589833e-02,6.644992420310621983e-02,1.042108926651245771e+00,-4.673230195461161030e-01,-2.808565596967274591e-01,2.416342210329367468e+00,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-1.010245780090687218e+00
-3.484698937514109640e-01,-9.557713473963813655e-02,-6.225462102876934134e-01,-2.724442781927748913e-01,6.876064905961482010e-02,-1.869872465990563559e-01,3.554165072551572213e-01,-5.866635801616049140e-01,-2.473734218824896469e-01,2.553739501956477920e-01,2.986646953081101979e-02,-4.288875738228833945e-01,3.789562791035852030e-01,-2.336003475938213114e-01,-3.308160287601539240e-01,-3.141532658541009715e-01,-4.266972562613223774e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,-3.980828373029797196e-01,2.512039973325700615e+00,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-6.736914402868395824e-01
-3.847534315411139105e-01,1.995893419990534712e+00,-2.321777892353548978e-01,-2.806196191974599241e-01,2.541276073586781203e-01,1.698889415700423899e-01,1.412986533653458165e+00,-4.878611645795655205e-01,-1.608055690437156793e-01,-3.737252591674108948e-01,1.394566604046497404e-01,-4.626427220911927263e-01,3.098000694023588797e-01,-3.274868905715458411e-01,-6.178487106269706652e-01,-6.128210469406595307e-01,-7.656525292411460182e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,2.416342210329367468e+00,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,1.655643184645277377e-01
-4.595833279946796024e-01,-4.402402621997822951e-01,2.462482956651914912e-01,-4.051210733826967059e-01,-1.414175017332890860e+00,-4.809824657165325812e-01,-2.743723848696736911e-01,-1.427589514542450533e-01,-2.518446452722212792e-01,-1.023168218652498851e+00,6.633083160214225948e-02,7.535812355146588315e-01,1.283510154385707480e-01,2.933757323456644417e-01,1.831274335348262783e+00,1.980038185324065170e+00,2.808442515846103049e+00,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,2.617604219864392068e+00,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,8.131119089731967398e-01
-4.246482808785036200e-02,-6.159027513732636683e-01,3.590202441858670879e-01,6.942423557891623520e-02,1.047498188878668302e+00,-4.532753368316110310e-01,-5.714426170040277642e-01,-2.247932653579967910e-01,-4.422442412849624249e-01,2.490392869274621057e-01,2.513595769453021156e-02,-2.105177300255902939e-01,-1.873481769621882509e-01,-1.766627021750723225e-01,-2.440387063353022523e-01,-2.339799086892727087e-01,-3.099459955682721257e-01,2.139847510553268606e+00,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-3.626981895820181601e-01
-3.641497907120849059e-02,-1.106539551677014066e-01,-1.015226299496511553e+00,-1.299343421932578069e-01,2.837863206865282040e-01,8.405700538188656257e-01,2.009399865452930756e-01,-2.652012663776125989e-01,5.257756225919476556e-01,-5.871423387229056379e-02,2.257359711654477463e-02,-2.107773850122696135e-01,-5.668647130591272787e-02,-1.445595616730117050e-01,-1.706117412065818462e-01,-1.758321990971993543e-01,4.470541140866668983e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,2.512039973325699727e+00,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-4.862434535606457997e-01
